id,acc_app_id,area,acc_activity_id,level2,actividad,organization_name
11382,517,LABORATORIOS,12,2012,ENSAYOS,GRUQUIMAR (GQM)
11383,517,LABORATORIOS,12,1865,ENSAYOS,GRUQUIMAR (GQM)
11384,517,LABORATORIOS,12,1865,ENSAYOS,GRUQUIMAR (GQM)
11386,517,LABORATORIOS,12,1865,ENSAYOS,GRUQUIMAR (GQM)
11387,517,LABORATORIOS,12,1865,ENSAYOS,GRUQUIMAR (GQM)
11388,517,LABORATORIOS,12,1865,ENSAYOS,GRUQUIMAR (GQM)
11389,517,LABORATORIOS,12,1865,ENSAYOS,GRUQUIMAR (GQM)
11399,613,INSPECCIÓN,7,261,INSPECCION,MINGA S.A.
11400,613,INSPECCIÓN,7,261,INSPECCION,MINGA S.A.
11401,613,INSPECCIÓN,7,261,INSPECCION,MINGA S.A.
11403,613,INSPECCIÓN,7,261,INSPECCION,MINGA S.A.
11407,613,INSPECCIÓN,7,261,INSPECCION,MINGA S.A.
11408,613,INSPECCIÓN,7,261,INSPECCION,MINGA S.A.
11410,613,INSPECCIÓN,7,259,INSPECCION,MINGA S.A.
11411,613,INSPECCIÓN,7,261,INSPECCION,MINGA S.A.
11412,613,INSPECCIÓN,7,261,INSPECCION,MINGA S.A.
11415,613,INSPECCIÓN,7,259,INSPECCION,MINGA S.A.
11416,613,INSPECCIÓN,7,259,INSPECCION,MINGA S.A.
11418,613,INSPECCIÓN,7,259,INSPECCION,MINGA S.A.
11430,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11431,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11433,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11434,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11435,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11436,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11437,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11438,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11439,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11440,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11441,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11442,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11443,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11444,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11445,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11446,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11447,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11448,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11449,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11450,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11451,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11452,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11453,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11454,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11455,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11456,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11457,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11458,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11459,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11460,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11461,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11462,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11463,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11464,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11465,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11466,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
11467,1245,LABORATORIOS,2,509,CLÍNICOS,SYNLAB SAS
