"idOrganizacion";"idActividad";"level_2";"level_3";"level_4";"level_5";"level_6";"level_7";"level_8";"level_9";"level_10";"level_11"
"660";"1";NULL;"En laboratorio";"Óptica";"Longitud de onda";"Espectrofotómetros ultravioleta - visible";"<p class=""ql-align-justify""><strong style=""color: black;""><em>ABE: (0,5 / 1,0) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(240 a 638) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>ABE: (1,5 / 2,0) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(240 a 638) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>ABE: (3,0 / 4,0) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(240 a 638) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>ABE: (0,5 / 1,0 / 1,5 / 2.0 / 3,0 / 4,0) nm</em></strong></p><p><strong style=""color: black;""><em>(430 a 880) nm</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,0070 nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,0080 nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p><strong style=""color: black;""><em>0,11 nm</em></strong></p>";"<p><span style=""color: black;"">PEC.EL.15</span></p>";"Guía Técnica de Trazabilidad e Incertidumbre en los Servicios de Calibración de Espectrofotómetros UV-Vis. CENAM. Revisión 0. 2014";NULL
"660";"1";NULL;"In situ";"MECÁNICA: Masa";"Masa";"Instrumentos de pesaje de funcionamiento no automático";"<p class=""ql-align-justify""><strong style=""color: black;""><em>(0 a 30) g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 30 a 110) g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 110 a 220) g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 220 a 350) g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 350 a 700) g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 700 a 1200) g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 1200 a 2500) g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 2500 a 6200) g </em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 6,2 a 30) kg</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 30 a 100) kg</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 100 a 300) kg </em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 300 a 600) kg</em></strong></p><p><strong style=""color: black;""><em>(&gt; 600 a 1000) kg</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,74 µg + 0,34 µg/g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,62 µg + 0,14 µg/g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>75 µg + 0,088 µg/g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,82 mg</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,83 mg</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,77 mg + 0,080 µg/g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,069 mg + 0,20 µg/g 8,2 mg</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,082 g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,84 g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>4,1 g</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>4,2 g</em></strong></p><p><strong style=""color: black;""><em>3,8 g + 0,66 mg/kg</em></strong></p>";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.01</span></p>";"OIML R 76-1:2006
Non-Automatic Weighing Instruments
EURAMET cg-18:2015
Guidelines on the Calibration of Non-Automatic Weighing Instruments";NULL
"660";"1";NULL;"In situ";"Fluidos: Presión y vacío";"Presión y vacío";"Medidores Digitales de Presión";"<p class=""ql-align-justify""><span style=""color: black;"">-10 psi a 0 psi</span></p><p class=""ql-align-justify""><span style=""color: black;"">(-68,95 kPa a 0 kPa)</span></p><p class=""ql-align-justify""><span style=""color: black;"">&nbsp;</span></p><p class=""ql-align-justify""><span style=""color: black;"">&nbsp;</span></p><p class=""ql-align-justify""><span style=""color: black;"">0 psi a 270 psi</span></p><p><span style=""color: black;"">(0 kPa a 1861,58 kPa</span></p>";"<p>0,0068%</p><p>&nbsp;</p><p>&nbsp;</p><p>0,016%</p>";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.02</span></p>";"DKD-R 6-1. Calibration of Pressure Gauges. Edition 03/2014 
EURAMET cg-17:2019
Guidelines on the Calibration of Electromechanical and Mechanical Manometers";NULL
"660";"1";NULL;"In situ";"Fluidos: Presión y vacío";"Presión y vacío";"Medidores Analógicos de
Presión (De dial).";"<p class=""ql-align-justify""><span style=""color: black;"">0 psi a 270 psi</span></p><p class=""ql-align-justify""><span style=""color: black;"">(0 kPa a 1861,58 kPa)</span></p><p class=""ql-align-justify""><span style=""color: black;"">&nbsp;</span></p><p class=""ql-align-justify""><span style=""color: black;"">-21 inHg a 0 inHg</span></p><p><span style=""color: black;"">(71,11 kPa a 0 kPa)</span></p>";"<p class=""ql-align-justify""><span style=""color: black;"">0,30%</span></p><p class=""ql-align-justify""><span style=""color: black;"">&nbsp;</span></p><p class=""ql-align-justify""><span style=""color: black;"">&nbsp;</span></p><p><span style=""color: black;"">0,39%</span></p>";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.02</span></p><p><br></p>";"DKD-R 6-1. Calibration of Pressure Gauges. Edition 03/2014
EURAMET cg-17:2019
Guidelines on the Calibration of Electromechanical and Mechanical Manometers";NULL
"660";"1";NULL;"In situ";"TEMPERATURA Y HUMEDAD: Temperatura";"Temperatura";"Termómetros Digitales
(d >= 0,1 °C)";"<p class=""ql-align-justify""><strong style=""color: black;""><em>(-20 a 5) °C</em></strong></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; -5 a 25) °C</span></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 25 a 50) °C</span></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 50 a 75) °C</span></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 75 a 100) °C</span></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 100 a 150) °C</span></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 150 a 200) °C</span></p><p><span style=""color: black;"">(&gt; 200 a 400) °C</span></p>";"<p class=""ql-align-justify""><span style=""color: black;"">0,067</span></p><p class=""ql-align-justify""><span style=""color: black;"">0,066</span></p><p class=""ql-align-justify""><span style=""color: black;"">0,066</span></p><p class=""ql-align-justify""><span style=""color: black;"">0,071</span></p><p class=""ql-align-justify""><span style=""color: black;"">0,079</span></p><p class=""ql-align-justify""><span style=""color: black;"">0,087</span></p><p class=""ql-align-justify""><span style=""color: black;"">0,11</span></p><p><span style=""color: black;"">0,16</span></p>";"<p>PEC.EL.03</p>";"CEM TH-001:2019
Edición Digital 2
Procedimiento para calibración de termómetros digitales (de lectura directa) por comparación.";NULL
"660";"1";NULL;"In situ";"TEMPERATURA Y HUMEDAD: Temperatura";"Temperatura";"Termómetros bimetálicos y de gas inerte";"<p><strong><em>(&gt; -20 a 0) °C</em></strong></p><p><strong><em>(&gt; 0 a 50) °C</em></strong></p><p><strong><em>(&gt; 50 a 100) °C</em></strong></p><p><strong><em>(&gt; 100 a 150) °C</em></strong></p><p><strong><em>(&gt; 150 a 200) °C</em></strong></p><p><strong><em>(&gt; 200 a 300) °C</em></strong></p><p><strong><em>(&gt; 300 a 400) °C</em></strong></p>";"<p><strong><em>± 0,18 °C</em></strong></p><p><strong><em>± 0,089 °C</em></strong></p><p><strong><em>± 0,15 °C</em></strong></p><p><strong><em>± 0,16 °C</em></strong></p><p><strong><em>± 0,28 °C</em></strong></p><p><strong><em>± 0,32 °C</em></strong></p><p><strong><em>± 0,65 °C</em></strong></p>";"<p><span style=""color: black;"">PEC.EL.03</span></p>";"ASME B40.200:2008
Thermometers, Directs Reading and Remote Reading.";NULL
"660";"1";NULL;"In situ";"Magnitudes eléctricas: Conductividad";"Conductividad";"Conductímetros electrodos de conductividad";"<p class=""ql-align-justify""><span style=""color: black;"">1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</span></p><p class=""ql-align-justify""><span style=""color: black;"">5&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</span></p><p class=""ql-align-justify""><span style=""color: black;"">10&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</span></p><p class=""ql-align-justify""><span style=""color: black;"">100&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</span></p><p class=""ql-align-justify""><span style=""color: black;"">1000&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</span></p><p class=""ql-align-justify""><span style=""color: black;"">1413&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</span></p><p class=""ql-align-justify""><span style=""color: black;"">10&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;mS/cm</span></p><p><span style=""color: black;"">100&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;mS/cm</span></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>2,1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>4,6&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>4,6&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,040&nbsp;&nbsp;&nbsp;mS/cm</em></strong></p><p><strong style=""color: black;""><em>0,36&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;mS/cm</em></strong></p>";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.12</span></p><p><br></p>";"OIML R 68:1985
Calibration method for conductivity cells";NULL
"660";"1";NULL;"In situ";"Potencial de Hidrógeno";"Potencial de Hidrógeno";"pHmetros Digitales
Electrodos de pH";"<p class=""ql-align-justify""><span style=""color: black;"">4,000&nbsp;&nbsp;&nbsp;Unidades de pH</span></p><p class=""ql-align-justify""><span style=""color: black;"">7,000&nbsp;&nbsp;&nbsp;Unidades de pH</span></p><p><span style=""color: black;"">10,000&nbsp;Unidades de pH</span></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p><p><strong style=""color: black;""><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p>";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.11</span></p><p><br></p>";"CEM QU-003:2008
Edición Digital 1
Procedimiento para la calibración de pHmetros digitales";NULL
"660";"1";NULL;"In situ";"Óptica";"Absorbancia regular espectral";"Espectrofotómetros ultravioleta - visible";"<p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><strong style=""color: black;""><em>?: (235 a 350) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(0,09 a 0,28) (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(0,19 a 0,57) (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(0,29 a 0,87) (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(0,39 a 1,15) (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(0,48 a 1,45) (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>?: (440 a 750) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(0,83 a 1,08) (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(0,58 a 0,75) (1)</em></strong></p><p><strong style=""color: black;""><em>(0,52 a 0,61) (1)</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,000 91 (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,0010 (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,0012 (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,0010 (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,0010 (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,0010 (1)</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,0010 (1)</em></strong></p><p><strong style=""color: black;""><em>0,000 91 (1)</em></strong></p>";"<p><span style=""color: black;"">PEC.EL.15</span></p>";"Guía Técnica de Trazabilidad e Incertidumbre en los Servicios de Calibración de Espectrofotómetros UV-Vis. CENAM. Revisión 0. 2014";NULL
"660";"1";NULL;"In situ";"Óptica";"Transmitancia regular espectral";"Espectrofotómetros ultravioleta - visible";"<p class=""ql-align-justify""><strong style=""color: black;""><em>?: (235 a 350) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(52,5 a 80,5) %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(26,9 a 64,3) %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(13,5 a 51,0) %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(7,0 a 40,9) %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(5,7 a 32,8) %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>?: (440 a 750) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(8,3 a 14,8) %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(17,6 a 26,1) %</em></strong></p><p><strong style=""color: black;""><em>(24,6 a 30,0) %</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,11 %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,071 %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,061 %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,020 %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,022 %</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,040 %</em></strong></p><p><strong style=""color: black;""><em>0,056 %</em></strong></p>";"<p><span style=""color: black;"">PEC.EL.15</span></p>";"Guía Técnica de Trazabilidad e Incertidumbre en los Servicios de Calibración de Espectrofotómetros UV-Vis. CENAM. Revisión 0. 2014";NULL
"660";"1";NULL;"In situ";"Óptica";"Longitud de onda";"Espectrofotómetros ultravioleta - visible";"<p class=""ql-align-justify""><strong style=""color: black;""><em>ABE: (0,5 / 1,0) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(240 a 638) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>ABE: (1,5 / 2,0) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(240 a 638) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>ABE: (3,0 / 4,0) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(240 a 638) nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>ABE: (0,5 / 1,0 / 1,5 / 2.0 / 3,0 / 4,0) nm</em></strong></p><p><strong style=""color: black;""><em>(430 a 880) nm</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,0070 nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,0080 nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 nm</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>&nbsp;</em></strong></p><p><strong style=""color: black;""><em>0,11 nm</em></strong></p>";"<p><span style=""color: black;"">PEC.EL.15</span></p>";"Guía Técnica de Trazabilidad e Incertidumbre en los Servicios de Calibración de Espectrofotómetros UV-Vis. CENAM. Revisión 0. 2014";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión";"Presión";"Transmisor de presión con salida eléctrica (4 mA a 20 mA)";"<p>0 MPa a 0,69 MPa</p>";"<p><span style=""color: black;"">0,68 kPa</span></p>";"<p>PLC-DI-29</p>";"ME-017 CEM";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión";"Presión";"Transmisor de presión con salida eléctrica (4 mA a 20 mA)";"<p>&gt;0,69 MPa a 3,44 MPa</p>";"<p><span style=""color: black;"">0,87 kPa</span></p>";"<p>PLC-DI-29</p>";"ME-017 CEM";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión";"Presión";"Transmisor de presión con salida eléctrica (4 mA a 20 mA)";"<p>&gt;3,44 MPa a 6,89 MPa</p>";"<p><span style=""color: black;"">2,3 kPa</span></p>";"<p>PLC-DI-29</p>";"ME-017 CEM";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión";"Presión";"Transmisor de presión con salida eléctrica (4 mA a 20 mA)";"<p>&gt;6,89 MPa a 20,68 MPa</p>";"<p><span style=""color: black;"">6,1 kPa</span></p>";"<p>PLC-DI-29</p>";"ME-017 CEM";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión Hidráulica";"Presión Hidráulica";"Indicadores de Presión digitales y módulos de presión";"<p>69 kPa a 3,45 MPa</p>";"<p>± 0,51 kPa</p>";"<p>PLC-DI-23</p>";"DKD-R-6-1:2003";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión Hidráulica";"Presión Hidráulica";"Indicadores de Presión digitales y módulos de presión";"<p>(&gt; 3,45 a 34,47) MPa</p>";"<p>± 5,09 kPa</p>";"<p>PLC-DI-23</p>";"DKD-R-6-1:2003";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión Hidráulica";"Presión hidráulica";"Indicadores de Presión digitales y módulos de presión";"<p>(&gt; 34,47 a 69) MPa</p>";"<p>± 10,26 kPa</p>";"<p>PLC-DI-23</p>";"DKD-R-6-1:2003";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión Hidráulica";"Presión Hidráulica";"Registradores cartográficos de presión";"<p>(0 a 0,69) MPa</p>";"<p>± 4,0 kPa</p>";"<p>PLC-DI-24</p>";"NTE INEN 1825:1998";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión Hidráulica";"Presión Hidráulica";"Registradores cartográficos de presión";"<p>(&gt; 0,69 a 3,4) MPa</p>";"<p>± 11 kPa</p>";"<p>PLC-DI-24</p>";"NTE INEN 1825:1998";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión Hidráulica";"Presión Hidráulica";"Registradores cartográficos de presión";"<p>(&gt; 3,4 a 6,9) MPa</p>";"<p>± 30 kPa</p>";"<p>PLC-DI-24</p>";"NTE INEN 1825:1998";NULL
"179";"1";NULL;"En laboratorio";"Fluidos – Presión Hidráulica";"Presión hidráulica";"Registradores cartográficos de presión";"<p>(&gt; 6,9 a 34) MPa</p>";"<p>± 51 kPa</p>";"<p>PLC-DI-24</p>";"NTE INEN 1825:1998";NULL
"179";"1";NULL;"In situ";"Fluidos – Presión";"Presión";"Transmisor de presión con salida eléctrica (4 mA a 20 mA)";"<p>0 MPa a 0,69 MPa</p>";"<p><span style=""color: black;"">0,68 kPa</span></p>";"<p>PLC-DI-29</p>";"ME-017 CEM";NULL
"179";"1";NULL;"In situ";"Fluidos – Presión";"Presión";"Transmisor de presión con salida eléctrica (4 mA a 20 mA)";"<p>&gt;0,69 MPa a 3,44 MPa</p>";"<p><span style=""color: black;"">0,87 kPa</span></p>";"<p>PLC-DI-29</p>";"ME-017 CEM";NULL
"179";"1";NULL;"In situ";"Fluidos – Presión";"Presión";"Transmisor de presión con salida eléctrica (4 mA a 20 mA)";"<p>&gt;3,44 MPa a 6,89 MPa</p>";"<p><span style=""color: black;"">2,3 kPa</span></p>";"<p>PLC-DI-29</p>";"ME-017 CEM";NULL
"179";"1";NULL;"In situ";"Fluidos – Presión";"Presión";"Transmisor de presión con salida eléctrica (4 mA a 20 mA)";"<p>&gt;6,89 MPa a 20,68 MPa</p>";"<p><span style=""color: black;"">6,1 kPa</span></p>";"<p>PLC-DI-29</p>";"ME-017 CEM";NULL
"179";"1";NULL;"In situ";"Fluidos – Presión Hidráulica";"Presión Hidráulica";"Registradores cartográficos de presión";"<p>(0 a 0,69) MPa</p>";"<p>± 4,0 kPa</p>";"<p>PLC-DI-24</p>";"NTE INEN 1825:1998";NULL
"179";"1";NULL;"In situ";"Fluidos – Presión Hidráulica";"Presión Hidráulica";"Registradores cartográficos de presión";"<p>(&gt; 0,69 a 3,4) MPa</p>";"<p>± 11 kPa</p>";"<p>PLC-DI-24</p>";"NTE INEN 1825:1998";NULL
"179";"1";NULL;"In situ";"Fluidos – Presión Hidráulica";"Presión hidráulica";"Registradores cartográficos de presión";"<p>(&gt; 3,4 a 6,9) MPa</p>";"<p>± 30 kPa</p>";"<p>PLC-DI-24</p>";"NTE INEN 1825:1998";NULL
"179";"1";NULL;"In situ";"Fluidos – Presión Hidráulica";"Presión hidráulica";"Registradores cartográficos de presión";"<p>(&gt; 6,9 a 34) MPa</p>";"<p>± 51 kPa</p>";"<p>PLC-DI-24</p>";"NTE INEN 1825:1998";NULL
"327";"12";NULL;"En laboratorio";"Ensayos mecánicos en acero";"Tracción mecánica";"Ensayo de tracción";"Alambrón,Varillas corrugadas de acero de 5,5 mm a 43 mm de diámetro";"<p>(5 a 1 078) kN</p>";"<p>ANDEC-GCC-LFM-P003</p>";"<p>NTE INEN ISO 6892-1: 2017</p>";NULL
"327";"12";NULL;"En laboratorio";"Ensayos mecánicos en acero";"Espectrometría de chispa de emisión óptica";"Determinación de la composición química de metales";"Muestras metálicas de acero al carbono ";"<p>Carbono, C (0,025 a 0,760) %</p><p>Manganeso, Mn (0,160 a 1,665) %</p><p>Silicio, Si (0,025 a 0,950) %</p><p>Fósforo, P (0,003 a 0,060) %</p><p>Azufre, S (0,006 a 0,060) %</p>";"<p>ANDEC-GCC-LQ-P001</p>";"<p>ASTM E415-17</p>";NULL
"60";"12";NULL;"En laboratorio";"Análisis Físico – químicos en suelos y lodos";"Espectrofotometría Absorción Atómica- Generación de Hidruros";"Metales: Mercurio (Hg)";"Lodos";"<p>0,05 mg/l - 5 mg/l</p>";"<p>PEE/LAB-PSI-78</p>";"<p>EPA 1311- EPA 3050B modificado / Standard Methods, Ed.23, 2017, 3114C</p>";NULL
"60";"12";NULL;"En laboratorio";"Análisis Físico – químicos en suelos y lodos";"Espectrofotometría Absorción Atómica- Generación de Hidruros";"Metales: Arsénico (As)";"Lodos";"<p>0,02 mg/l - 10 mg/l</p>";"<p>PEE/LAB-PSI-78</p>";"<p>EPA 1311- EPA 3050 B modificado / Standard Methods, Ed.23, 2017, 3114C</p>";NULL
"60";"12";NULL;"En laboratorio";"Análisis Físico – químicos en suelos y lodos";"Espectrofotometría Absorción Atómica-Óxido Nitroso-Acetileno";"Metales: Bario (Ba)";"Lodos";"<p>7,5 mg/l - 100 mg/l</p>";"<p>PEE/LAB-PSI-78</p>";"<p>EPA 1311- EPA 3050 B modificado / Standard Methods Ed.23, 2017. 3111D;3030 D&nbsp;</p>";NULL
"60";"12";NULL;"En laboratorio";"Análisis Físico – químicos en suelos y lodos";"Espectrofotometría Absorción Atómica, Llama Aire - Acetileno";"Metales: Cadmio (Cd)";"Lodos";"<p>0,5 mg/l - 5 mg/l</p>";"<p>PEE/LAB-PSI-78</p>";"<p>EPA 1311- EPA 3050B (modificado) / Standard Methods Ed.23, 2017. 3111B;3030 D&nbsp;</p>";NULL
"60";"12";NULL;"En laboratorio";"Análisis Físico – químicos en suelos y lodos";"Espectrofotometría Absorción Atómica, Llama Aire - Acetileno";"Metales: Cromo (Cr)";"Lodos";"<p>0,5 mg/l - 10 mg/l</p>";"<p>PEE/LAB-PSI/78</p>";"<p>EPA 1311- EPA 3050 B (Modificado) / Standard Methods Ed.23, 2017. 3111B;3030 D&nbsp;</p>";NULL
