"idOrganizacion";"idActividad";"level_2";"level_3";"level_4";"level_5";"level_6";"level_7";"level_8";"level_9";"level_10";"level_11"
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Gravimetría";"Sólidos totales suspendidos";"Aguas Naturales
Aguas Residuales";"<p>(99,0 a 4700,0)mg/l</p>";"<p>PE32&nbsp;</p>";"<p>Standard Methods 24 Th, 2023, 2540 D</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Gravimetría";"Sólidos totales disueltos";"Aguas Naturales
Aguas Residuales";"<p>(99,0 a 3145,0) mg/l</p>";"<p>PE 23&nbsp;</p>";"<p>Modificado Standard Methods 24 Th, 2023. 2540 C.</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Gravimetría";"Aceites y grasas";"Aguas Naturales
Aguas Residuales";"<p>(40,0 a 576,0) mg/l</p>";"<p>PE55&nbsp;</p>";"<p>Modificado de Standard Methods 24 Th, 2023, 5520 B</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Volumetría";"Cloruros";"Aguas Naturales
Aguas Residuales";"<p>(5,94 a 1 069,06) mg/l</p>";"<p>PE 07&nbsp;</p>";"<p>Standard Methods 24Th, 2023. 4500 Cl- B</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Volumetría";"Alcalinidad";"Aguas Naturales
Aguas Residuales";"<p>(17,38 a 1 028,89) mg/l</p>";"<p>PE 11&nbsp;</p>";"<p>Standard Methods  24 Th, 2023. 2320 B.</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Volumetría";"Dureza total";"Aguas Naturales
Aguas Residuales";"<p>(10,62 a 752,55) mg/ l</p>";"<p>PE 09&nbsp;</p>";"<p>Standard Methods  24 Th, 2023. 2340 C.</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Volumetría";"Dureza cálcica";"Aguas Naturales
Aguas Residuales";"<p>(6,62 a 525,48) mg/l</p>";"<p>PE 10&nbsp;</p>";"<p>Standard Methods 24Th, 2023. 3500 Ca B.</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Volumetría";"Oxígeno disuelto";"Aguas Naturales
Aguas Residuales";"<p>(1,30 a 8,29) mg/l</p>";"<p>PE46&nbsp;</p>";"<p>Standard Methods 24 Th, 2023. 4500-O C</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"(Winkler) Volumetría";"Demanda bioquímica de oxígeno (DBO5)";"Aguas Naturales
Aguas Residuales";"<p>(4,82 a 3 356,67) mg/l</p>";"<p>PE 28&nbsp;</p>";"<p>Standard Methods 24Th, 2023. 5210 B y 4500-O C</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Absorción Atómica";"Cadmio";"Aguas Naturales
Aguas Residuales";"<p>(0,148 a 1,060) mg/l</p>";"<p>PE 35&nbsp;</p>";"<p>Standard Methods  24 Th, 2023. 3111 B.</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Absorción Atómica";"Manganeso";"Aguas Naturales
Aguas Residuales";"<p>(0,140 a 1,017) mg/l</p>";"<p>PE 30&nbsp;</p>";"<p>Standard Methods  24 Th, 2023. 3111 B</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Absorción atómica-llama";"Zinc";"Aguas Naturales
Aguas Residuales";"<p>(0,114 a 7,767) mg/l</p>";"<p>PE43</p>";"<p>Modificado Standard Methods 24 Th, 2023, 3111 B</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Espectrofotometría UV-Vis";"Fósforo total";"Aguas Naturales
Aguas Residuales";"<p>(0,542 a 4,810) mg/l</p>";"<p>PE 06&nbsp;</p>";"<p>Standard Methods  24 Th, 2023. 4500-P B y C.</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Espectrofotometría";"Demanda Química de Oxigeno (DQO)";"Aguas Naturales
Aguas Residuales,Agua consumo";"<p>(20 a 1000) mg/l</p>";"<p>PE36&nbsp;</p>";"<p>HACH No 8000 12/997 ed.</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Absorción Atómica";"Cobre (Cu)";"Aguas naturales
Aguas de consumo
Aguas residuales";"<p>(0,483 a 2,991) mg/l</p>";"<p>PE 16&nbsp;</p>";"<p>Standard Methods 24 Th, 2023. 3111 B.</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico-Químico en aguas";"Infrarrojo";"Hidrocarburos totales de petróleo (TPH)";"Aguas naturales
Aguas de consumo
Aguas residuales";"<p>(0,82 a 152,23) mg/L</p>";"<p>PE47</p>";"<p>Modificado de Standard Methods 24 Th.2023 5520 C y F</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis microbiológicos en aguas";"Tubos múltiples Sustrato Enzimático";"Coliformes Totales y  E. coli";"Aguas Naturales
Aguas Residuales";"<p>>=1.8 NMP/100 mL</p>";"<p>PEMi02</p>";"<p>Standard Methods 24 Th.2023. 9223 B</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis microbiológicos en aguas";"Tubos múltiples Sustrato Enzimático";"Coliformes fecales";"Aguas Naturales
Aguas Residuales";"<p>>=1.8 NMP/100 mL</p>";"<p>PEMi02</p>";"<p>Modificado de Standard Methods 24 Th.2023 9221 E1</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis microbiológicos en aguas";"Tubos múltiples Sustrato Enzimático";"Coliformes Totales y  E. coli";"Agua de Consumo";"<p>>=1.1 NMP/100 mL</p>";"<p>PEMi02</p>";"<p>Standard Methods 24Th.2023 9223 B</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis microbiológicos en aguas";"Tubos múltiples Sustrato Enzimático";"Coliformes fecales";"Agua de Consumo";"<p>>=1.1 NMP/100 mL</p>";"<p>PEMi02</p>";"<p>Modificado de Standard Methods 24 Th.2023 9221 E1</p>";NULL
"531";"12";NULL;"En laboratorio";"Análisis Físico – Químicos en Aguas";"Espectrofotometría";"Cromo hexavalente";"Aguas naturales
Aguas de consumo
Aguas residuales";"<p>(0,050 a 5,00) mg/l&nbsp;</p>";"<p>PEE/ANNCY/82</p>";"<p>Standard Methods, Ed. 23. 2017, 3500 – Cr B HACH 8023</p>";NULL
"45";"12";NULL;"In situ";"Análisis Físico – Químicos en Aguas";"Electrometría";"Potencial de hidrógeno  (pH)";"Agua potable(consumo), 
naturales y residuales,Agua de Consumo";"<p>(4,00 a 10,00)UpH</p>";"<p>PE84</p>";"<p>Standard Methods 24 Th, 2023. 4500 H+ B</p>";NULL
"45";"12";NULL;"In situ";"Análisis Físico – Químicos en Aguas";"Electrometría";"Conductividad";"Aguas de consumo Aguas naturales Aguas residuales";"<p>(51,0 a 5000)uS/cm</p>";"<p>PE85</p>";"<p>'Standard Methods 24 Th, 2023. 2510 B</p>";NULL
"531";"12";NULL;"En laboratorio";"Análisis Físico – Químicos en Aguas";"Espectrofotometría";"Cloruros";"Aguas residuales";"<p>(2,5 a 2 000) mg/l&nbsp;</p>";"<p>PEE/ANNCY/106</p>";"<p>HACH 8113</p>";NULL
"45";"12";NULL;"In situ";"Análisis Físico – Químicos en Aguas";"Nefelometría";"Turbidez";"Aguas de consumo Aguas naturales Aguas residuales";"<p>(1,00 a1000)NTU</p>";"<p>PE82</p>";"<p>Standard Methods 24 Th, 2023. 2130 B</p>";NULL
"45";"12";NULL;"En laboratorio";"Análisis Físico – Químicos en Aguas";"Volumetría";"Sólidos sedimentables";"Agua Natural Agua Residual";"<p>(4,5 a 35)mL/L</p>";"<p>PE33</p>";"<p>Standard Methods 24 Th, 2023. 2540 F</p>";NULL
