"idOrganizacion";"IdLaboratorioCalibracion";"ClbLugarEjecucion";"ClbMagnitud";"ClbInstrumento";"ClbIntervaloMedicion";"ClbIncertidumbreExpandida";"ClbPrincipioMedicion";"ClbMetodoMedicion";"ClbPatronUtilizado";"ClbVigenteApartirDe"
"273";"1";"--";"Intensidad corriente alterna";"Multicalibradores, fuentes de alimentación digitales y analógicos";"<p>(100 a 101) uA @ 56 Hz</p><p>(100 a 101) uA 1 kHz</p><p>(0,1 a 1) mA 56 Hz</p><p>(0,1 a 1) mA 1 kHz</p><p>(1,1 a 10) mA 56 Hz</p><p>(1,1 a 10) mA 1 kHz</p><p>(11 a 100) mA 56 Hz</p><p>(11 a 100) mA 1 kHz</p><p>(0,1 a 1) A @ 56 Hz</p><p>(0,1 a 1) A @ 1 kHz</p><p>(1,1 a 10) A @ 56 Hz</p><p>(1,1 a 10) A 1 kHz</p>";"<p>± 0,073 uA</p><p>± 0,073 uA</p><p>± 0,000 73 mA</p><p>± 0,000 74 mA</p><p>± 0,007 3 mA</p><p>± 0,007 3 mA</p><p>± 0,073 mA</p><p>± 0,073 mA</p><p>± 0,001 0 A</p><p>± 0,001 0 A</p><p>± 0,018 A</p><p>± 0,018 A</p>";"--";"<p>CA4.P2 y CA4.P4&nbsp;</p>";"--";"--"
"273";"1";"--";"Voltaje corriente continua";"Fuentes de alimentación digitales,Fuentes de alimentación analógicas";"<p>(0,1 a 1) V</p><p>(1,1 a 10) V</p><p>(10,1 a 19) V</p><p>(19,1 a 100) V</p>";"<p>± 0,000 059 V</p><p>± 0,000 67 V</p><p>± 0,001 8V</p><p>± 0,009 5 V</p>";"--";"<p>CA4.P2</p>";"--";"--"
"273";"1";"--";"Voltaje corriente alterna";"Fuentes de alimentación digitales,Fuentes de alimentación analógicas";"<p>(1,0 a 1,1) V 60 Hz</p><p>(1,1 a 2) V 60 Hz</p><p>(2,1 a 10) V 60 Hz</p><p>(10,1 a 20) V 60 Hz</p><p>(20,1 a 100) V 60 Hz</p>";"<p>± 0,006 2 V</p><p>± 0,005 7 V</p><p>± 0,006 1 V</p><p>± 0,065 V</p><p>± 0,068 V</p>";"--";"<p>CA4.P2&nbsp;</p>";"--";"--"
"273";"1";"--";"Intensidad corriente";"Fuentes de alimentación analógicas,Fuentes de alimentación digitales";"<p>(1 a 1,1) A</p><p>(1,1 a 3,0) A</p><p>(3,1 a 5,0) A</p><p>(5,1 a 10,0) A</p>";"<p>± 0,000 23 A</p><p>± 0,000 48 A</p><p>± 0,006 8 A</p><p>± 0,006 9A</p>";"--";"<p>CA4.P2</p>";"--";"--"
"273";"1";"--";"Intensidad corriente alterna";"Fuentes de alimentación digitales,Fuentes de alimentación analógicas";"<p>(1,0 a 1,1) A 60 Hz</p><p>(1,1 a 2,0) A 60 Hz</p><p>(2,0 a 10,0) A 60 Hz</p>";"<p>± 0,005 3 A</p><p>± 0,005 2 A</p><p>± 0,025 A</p><p><br></p>";"--";"<p>CA4.P2</p>";"--";"--"
"273";"1";"--";"Voltaje corriente continua";"Multímetros digitales y analógicos y medidores de Resistencia.
Calibración de pinzas amperimétricas digitales y analógicas.";"<p>(50 a 329,999 9) mV</p><p>(-329,999 9 a -50,00) mV</p><p>(0,33 a 3,299999) V</p><p>(-3,299 999 a -0,33) V</p><p>(3,3 a 32,99999) V</p><p>(-32,999 99 a -3,3) V</p><p>(33 a 329,999 9) V</p><p>(-329,999 9 a -33) V</p><p>(300 a 1 000,000) V</p><p>(-1 000,000 a 300) V</p>";"<p>± 0,006 7 mV</p><p>± 0,007 5 mV</p><p>± 0,000 060 V</p><p>± 0,000 059 V</p><p>± 0,000 59 V</p><p>± 0,000 59 V</p><p>± 0,006 0V</p><p>± 0,005 9 V</p><p>± 0,059 V</p><p>± 0,060 V</p>";"--";"<p>CA4.P1</p><p>CA4.P3</p>";"--";"--"
"273";"1";"--";"Voltaje corriente alterna";"Multímetros digitales y analógicos y medidores de Resistencia.
Calibración de pinzas amperimétricas digitales y analógicas.";"<p>(2,0 a 32,999) mV@ 56 Hz</p><p>(2,0 a 32,999) mV@ 1 kHz</p><p>(33 a 329,99) mV@ 56 Hz</p><p>(33 a 329,99) mV@ 1 khz</p><p>(0,33 a 3,299 99) V@ 56 Hz</p><p>(0,33 a 3,299 99) V@ 1 kHz</p><p>(3,3 a 32,999 9) V@ 56 Hz</p><p>(3,3 a 32,999 9) V@ 1 kHz</p><p>(33 a 329,999) V@ 56 Hz</p><p>(33 a 329,999) V@ 1 kHz</p><p>(330 a 1000) V@ 56 Hz</p><p>(330 a 1000) V@ 1 kHz</p>";"<p>± 0,063 mV</p><p>± 0,062 mV</p><p>± 0,001 2 V</p><p>± 0,001 2 V</p><p>± 0,004 4 V</p><p>± 0,003 5 V</p><p>± 0,052 V</p><p>± 0,053 V</p><p>± 0,49 V</p><p>± 0,61 V</p><p>± 0,68 V</p><p>± 0,67 V</p>";"--";"<p>CA4.P1</p><p>CA4.P1</p>";"--";"--"
"273";"1";"--";"Resistencia";"Multímetros digitales y analógicos y medidores de Resistencia.
Calibración de pinzas amperimétricas digitales y analógicas.";"<p>(1,0 a 10,99) ?</p><p>(11 a 32,999) ?</p><p>(33 a 109,999) ?</p><p>(110 a 329,999) ?</p><p>(0,33 a 1,09999) k?</p><p>(1,1 a 3,29999) k?</p><p>(3,3 a 10,9999) k?</p><p>(11 a 32,9999) k?</p><p>(33 a 109,999) k?</p><p>(110 a 329,999) k?</p><p>(0,33 a 1,09999) M?</p><p>(1,1 a 3,2999) M?</p><p>(3,3 a 10,9999) M?</p><p>(11 a 32,9999) M?</p>";"<p>± 0,009 4 ?</p><p>± 0,009 8 ?</p><p>± 0,012 ?</p><p>± 0,012 ?</p><p>± 0,000 56 k?</p><p>± 0,000 56 k?</p><p>± 0,000 39 k?</p><p>± 0,009 39 k?</p><p>± 0,006 6 k?</p><p>± 0,006 6 k?</p><p>± 0,000 069 M?</p><p>± 0,000 069 M?</p><p>± 0,000 75 M?</p><p>± 0,000 75 M?</p><p><br></p>";"--";"<p>CA4.P1</p><p>CA4.P3&nbsp;</p>";"--";"--"
"273";"1";"--";"Intensidad corriente continua";"Multímetros digitales y analógicos y medidores de Resistencia.
Calibración de pinzas amperimétricas digitales y analógicas.";"<p>(1,0 a 3,29999) mA</p><p>(-3,299 99 a 0,00) mA</p><p>(1,0 a 32,999 9) mA</p><p>(-32,999 9 a 0,00) mA</p><p>(1,0 a 329,999) mA</p><p>(0,1 a 2,19999) A</p><p>(-2,1999 9 a 0,00) A</p><p>(2,2 a 10) A</p><p>(-10 a -2,2) A</p>";"<p>± 0,000 58 mA</p><p>± 0,000 58 mA</p><p>± 0,000 65 mA</p><p>± 0,000 65 mA</p><p>± 0,008 6 mA</p><p>± 0,000 29 A</p><p>± 0,000 29 A</p><p>± 0,007 9 A</p><p>± 0,007 9 A</p>";"--";"<p>CA4.P1</p><p>CA4.P3</p>";"--";"--"
"273";"1";"--";"Intensidad corriente alterna";"Multímetros digitales y analógicos y medidores de Resistencia.
Calibración de pinzas amperimétricas digitales y analógicas.";"<p>(0,33 a 3,299 9) mA@ 56 Hz</p><p>(0,33 a 3,299 9) mA@ 1 kHz</p><p>(3,3 a 32,999) mA@ 56 Hz</p><p>(3,3 a 32,999) mA@ 1 kHz</p><p>(33 a 329,99) mA@ 56 Hz</p><p>(33 a 329,99) mA@ 1 kHz</p><p>(0,33 a 2,199 99) A@ 56 Hz</p><p>(0,33 a 2,199 99) A@ 1Hz</p><p>(2,2 a 10) A@ 60 Hz</p><p>(2,2 a 10) A @ 1 kHz</p>";"<p>± 0,001 0 mA</p><p>± 0,001 0 mA</p><p>± 0,007 5 mA</p><p>± 0,007 5 mA</p><p>± 0,074 mA</p><p>± 0,076 mA</p><p>± 0,001 0 A</p><p>± 0,001 0 A</p><p>&nbsp;± 0,023 A</p><p>± 0,023 A</p>";"--";"<p>CA4.P1&nbsp;</p><p>CA4.P3&nbsp;</p>";"--";"--"
"273";"1";"--";"Frecuencia";"Multímetros digitales y analógicos y medidores de Resistencia.
Calibración de pinzas amperimétricas digitales y analógicas.";"<p>(0,01 a 119,99) Hz @ 1 V</p><p>(120 a 1199,99) Hz @ 1 V</p><p>(1,2 a 11,999) kHz @ 1 V</p><p>(12 a 119,99) kHz @ 1 V</p><p>(120 a 1 199,9) kHz @ 1 V/-</p><p>8db</p><p>(1,2 a 2) MHz @ 1 V/ -8 db</p><p><br></p>";"<p>± 0,25 Hz</p><p>± 0,29 Hz</p><p>± 0,000 64 kHz</p><p>± 0,008 7 kHz</p><p>± 0,008 7 kHz</p><p>± 0,000 57 MHz</p>";"--";"<p>CA4.P1</p><p>CA4.P3</p>";"--";"--"
"273";"1";"--";"Voltaje corriente continua";"Generadores de alto voltaje analógicos,Generadores de alto voltaje digitales";"<p>1 kV</p><p>-1,0 kV</p><p>4,0 kV</p><p>9,0 kV</p>";"<p>± 0,000 027 V</p><p>± 0,000 029 V</p><p>± 0,000 32 V</p><p>± 0,000 74 V</p>";"--";"<p>CA4.P6</p>";"--";"--"
"273";"1";"--";"Voltaje corriente alterna";"Generadores de alto voltaje analógicos,Generadores de alto voltaje digitales";"<p>1 kV 50/60)Hz</p><p>1,0 kV 400 Hz</p><p>9,0 kV 50/60 Hz</p><p><br></p>";"<p>± 0,000 080 V</p><p>± 0,000 80 V</p><p>± 0,002 6 V</p>";"--";"<p>CA4.P6&nbsp;</p>";"--";"--"
"273";"1";"--";"Intensidad corriente continua";"Calibración de pinzas amperimétricas digitales y analógicas";"<p>(10 a 19) A 2 TURN COIL</p><p>10 a 19) A 10 TURN COIL</p><p>(19 a 100) A 10 TURN COIL&nbsp;</p><p>(19 a 100) A 50 TURN COIL&nbsp;</p><p>(100 a 200) A 50 TURN COIL&nbsp;</p><p>(200 a 300) A 50 TURN COIL&nbsp;</p><p>(300 a 400) A 50 TURN COIL&nbsp;</p><p>(400 a 500) A 50 TURN COIL</p><p><br></p>";"<p>± 0,60 A</p><p>± 0,60 A</p><p>± 3,3 A</p><p>± 3,3 A</p><p>± 4,7 A</p><p>± 6,2 A</p><p>± 9,3 A</p><p>± 10.7 A</p>";"--";"<p>CA4.P3</p>";"--";"--"
"273";"1";"--";"Intensidad corriente alterna";"Calibración de pinzas amperimétricas digitales y analógicas";"<p>(10 a 19) A @ 60 Hz 2 TURN COIL&nbsp;</p><p>(10 a 19) A @ 50 Hz 2 TURN COIL</p><p>(10 a 19) A @ 60 Hz 10 TURN COIL&nbsp;</p><p>(10 a 19) A @ 50 Hz 10 TURN COIL&nbsp;</p><p>(19 a 100) A @ 60 Hz 10 TURN COIL</p><p>(19 a 100) A @ 50 Hz 10 TURN COIL</p><p>(100 a 200) A @ 60 Hz 10 TURN COIL</p><p>(100 a 200) A @ 50 Hz 10 TURN COIL&nbsp;</p><p>(200 a 300) A @ 60 Hz 10 TURN COIL&nbsp;</p><p>(200 a 300) A @ 50 Hz 10 TURN COIL&nbsp;</p><p>(19 a 100) A @ 60 Hz 50 TURN COIL&nbsp;</p><p>(19 a 100) A @ 50 Hz 50 TURN COIL&nbsp;</p><p>(100 a 200) A @ 60 Hz 50 TURN COIL&nbsp;</p><p>(100 a 200) A @ 50 Hz 50 TURN COIL</p><p>(200 a 300) A @ 60 Hz 50 TURN COIL</p><p>(200 a 300) A @ 50 Hz 50 TURN COIL&nbsp;</p><p>(300 a 400) A @ 60 Hz 50 TURN COIL</p><p>(300 a 400) A @ 50 Hz 50 TURN COIL</p><p>(400 a 500) A @ 60 Hz 50 TURN COIL&nbsp;</p><p>(400 a 500) A @ 50 Hz 50 TURN COIL</p>";"<p>± 0,70 A</p><p>± 0,70 A</p><p>± 0,70 A</p><p>± 0,70 A</p><p>± 4,2 A</p><p>± 4,2 A</p><p>± 5,3 A</p><p>± 5,3 A</p><p>± 6,7 A</p><p>± 6,7 A</p><p>± 4,2 A</p><p>± 4,2 A</p><p>± 5,3 A</p><p>± 5,3 A</p><p>± 9,5 A</p><p>± 9,5 A</p><p>± 10,6 A</p><p>± 10,6 A</p><p>± 11,8 A</p><p>± 11,8 A</p>";"--";"<p>CA4.P3</p>";"--";"--"
"273";"1";"--";"Década de
resistencia
HRRS-Q-9-1k-5kV";"Medidores de resistencia digitales,Medidores de resistencia analógicos";"<p>1 M?&nbsp;</p><p>2 M?&nbsp;</p><p>3 M?&nbsp;</p><p>4 M?&nbsp;</p><p>5 M?&nbsp;</p><p>6 M?&nbsp;</p><p>7 M?</p><p>8 M?&nbsp;</p><p>9 M?&nbsp;</p><p>10 M?&nbsp;</p><p>10 M?&nbsp;</p><p>20 M?&nbsp;</p><p>30 M?&nbsp;</p><p>40 M?&nbsp;</p><p>50 M?&nbsp;</p><p>60 M?&nbsp;</p><p>70 M?&nbsp;</p><p>80 M?&nbsp;</p><p>90 M?&nbsp;</p><p>100 M?&nbsp;</p><p>100 M?&nbsp;</p><p>200 M?&nbsp;</p><p>300 M?&nbsp;</p><p>400 M?&nbsp;</p><p>500 M?&nbsp;</p><p>600 M?&nbsp;</p><p>700 M?&nbsp;</p><p>800 M?&nbsp;</p><p>900 M?&nbsp;</p><p>1000 M?&nbsp;</p><p>1 G?&nbsp;</p><p>2 G?&nbsp;</p><p>3 G?&nbsp;</p><p>4 G?&nbsp;</p><p>5 G?&nbsp;</p><p>6 G?&nbsp;</p><p>7 G?&nbsp;</p><p>8 G?&nbsp;</p><p>9 G?&nbsp;</p><p>10 G?&nbsp;</p><p>10 G?&nbsp;</p><p>20 G?&nbsp;</p><p>30 G?&nbsp;</p><p>40 G?&nbsp;</p><p>50 G?&nbsp;</p><p>60 G?&nbsp;</p><p>70 G?&nbsp;</p><p>80 G?&nbsp;</p><p>90 G?&nbsp;</p><p>100 G?</p>";"<p>± 0,000 82 M?</p><p>± 0,000 82 M?</p><p>± 0,000 82 M?</p><p>± 0,000 83 M?</p><p>± 0,000 83 M?</p><p>± 0,000 84 M?</p><p>± 0,000 85 M?</p><p>± 0,000 86 M?</p><p>± 0,000 87 M?</p><p>± 0,000 88 M?</p><p>± 0,005 9 M?</p><p>± 0,006 2 M?</p><p>± 0,006 9 M?</p><p>± 0,007 4 M?</p><p>± 0,008 3 M?</p><p>± 0,009 1 M?</p><p>± 0,010 M?</p><p>± 0,014 M?</p><p>± 0,012 M?</p><p>± 0,014 M?</p><p>± 0,060 G?</p><p>± 0,065 G?</p><p>± 0,074 G?</p><p>± 0,084 G?</p><p>± 0,096 G?</p><p>± 0,11 G?</p><p>± 0,12 G?</p><p>± 0,14 G?</p><p>± 0,15 G?</p><p>± 0,16 G?</p><p>± 0,000 90 G?</p><p>± 0,001 5 G?</p><p>± 0,002 1 G?</p><p>± 0,002 9 G?</p><p>± 0,003 4 G?</p><p>± 0,005 2 G?</p><p>± 0,005 3 G?</p><p>± 0,008 0 G?</p><p>± 0,0059 G?</p><p>± 0,0066 G?</p><p>± 0,037 G?</p><p>± 0,073 G?</p><p>± 0,11 G?</p><p>± 0,15 G?</p><p>± 0,19 G?</p><p>± 0,23G?</p><p>± 0,27G?</p><p>± 0,31 G?</p><p>± 0,34 G?&nbsp;</p><p>± 0,38 G?</p>";"--";"<p>CA4.P1&nbsp;</p>";"--";"--"
"273";"1";"--";"Década de
resistencia
HRRS-Q-9-1k-5kV";"Medidores de resistencia digitales,Medidores de resistencia analógicos";"<p>100 G?&nbsp;</p><p>200 G?&nbsp;</p><p>300 G?&nbsp;</p><p>400 G?&nbsp;</p><p>500 G?&nbsp;</p><p>600 G?&nbsp;</p><p>700 G?</p><p><br></p>";"<p>± 0,039 G?</p><p>± 0,077 G?</p><p>± 1,2 G?</p><p>± 1,5 G?</p><p>± 1,9 G?</p><p>± 2,3 G?</p><p>± 2,7 G?</p><p><br></p>";"--";"<p>CA4.P1&nbsp;</p>";"--";"--"
"273";"1";"--";"Década de resistencia HARS-X-6-0,001";"Medidores de resistencia analógicos,Medidores de resistencia digitales";"<p>0,002 ?&nbsp;</p><p>0,003 ?&nbsp;</p><p>0,004 ?&nbsp;</p><p>0,005 ?&nbsp;</p><p>0,006 ?&nbsp;</p><p>0,007 ?&nbsp;</p><p>0,008 ?&nbsp;</p><p>0,009 ?&nbsp;</p><p>0,01 ?&nbsp;</p><p>0,01 ?&nbsp;</p><p>0,02 ?&nbsp;</p><p>0,03 ?&nbsp;</p><p>0,04 ?&nbsp;</p><p>0,05 ?&nbsp;</p><p>0,06 ?&nbsp;</p><p>0,07 ?&nbsp;</p><p>0,08 ?&nbsp;</p><p>0,09 ?&nbsp;</p><p>0,1 ?</p>";"<p>± 0,000 61 ?</p><p>± 0,000 61 ?</p><p>± 0,000 65 ?</p><p>± 0,000 68 ?</p><p>± 0,000 61 ?</p><p>± 0,000 62 ?</p><p>± 0,000 65 ?</p><p>± 0,000 65 ?</p><p>± 0,000 73 ?</p><p>± 0,000 62 ?</p><p>± 0,000 61 ?</p><p>± 0,000 61 ?</p><p>± 0,000 61 ?</p><p>± 0,000 61 ?</p><p>± 0,000 62 ?</p><p>± 0,000 64 ?</p><p>± 0,000 65 ?</p><p>± 0,000 61 ?</p><p>± 0,000 73 ?</p><p><br></p>";"--";"<p>CA4.P1</p>";"--";"--"
"273";"1";"--";"Década de resistencia HARS-X-6-0,001";"Medidores de resistencia analógicos,Medidores de resistencia digitales";"<p>0,1 ?&nbsp;</p><p>0,2 ?&nbsp;</p><p>0,3 ?&nbsp;</p><p>0,4 ?&nbsp;</p><p>0,5 ?&nbsp;</p><p>0,6 ?&nbsp;</p><p>0,7 ?&nbsp;</p><p>0,8 ?&nbsp;</p><p>0,9 ?&nbsp;</p><p>1,0 ?</p><p>1 ?&nbsp;</p><p>2 ?&nbsp;</p><p>3 ?&nbsp;</p><p>4 ?&nbsp;</p><p>5 ?&nbsp;</p><p>6 ?&nbsp;</p><p>7 ?&nbsp;</p><p>8 ?&nbsp;</p><p>9 ?&nbsp;</p><p>10 ?</p><p>10 ?&nbsp;</p><p>20 ?&nbsp;</p><p>30 ?&nbsp;</p><p>40 ?&nbsp;</p><p>50 ?&nbsp;</p><p>60 ?&nbsp;</p><p>70 ?&nbsp;</p><p>80 ?&nbsp;</p><p>90 ?&nbsp;</p><p>100 ?</p><p>100 ?&nbsp;</p><p>200 ?&nbsp;</p><p>300 ?&nbsp;</p><p>400 ?&nbsp;</p><p>500 ?&nbsp;</p><p>600 ?&nbsp;</p><p>700 ?&nbsp;</p><p>800 ?&nbsp;</p><p>900 ?&nbsp;</p><p>1000 ?</p>";"<p>± 0,000 70 ?</p><p>± 0,000 68 ?</p><p>± 0,000 88 ?</p><p>± 0,000 80 ?</p><p>± 0,000 84 ?</p><p>± 0,000 93 ?</p><p>± 0,000 77 ?</p><p>± 0,000 97 ?</p><p>± 0,000 81 ?</p><p>± 0,000 77 ?</p><p>± 0,000 59 ?</p><p>± 0,000 61 ?</p><p>± 0,000 59?</p><p>± 0,000 60 ?</p><p>± 0,000 62 ?</p><p>± 0,000 63 ?</p><p>± 0,000 64 ?</p><p>± 0,000 66 ?</p><p>± 0,000 68 ?</p><p>± 0,000 74 ?</p><p>± 0,000 68 ?</p><p>± 0,000 87 ?</p><p>± 0,001 2 ?</p><p>± 0,001 6 ?</p><p>± 0,001 8 ?</p><p>± 0,002 0 ?</p><p>± 0,002 3 ?</p><p>± 0,002 6?</p><p>± 0,002 9 ?</p><p>± 0,003 2 ?</p><p>± 0,003 5 ?</p><p>± 0,006 7 ?</p><p>± 0,010?</p><p>± 0,001 6 ?</p><p>± 0,001 8 ?</p><p>± 0,002 0 ?</p><p>± 0,002 3 ?</p><p>± 0,002 6?</p><p>± 0,002 9 ?</p><p>± 0,003 2 ?</p>";"--";"<p>CA4.P1&nbsp;</p>";"--";"--"
"273";"1";"--";"Presión Hidráulica
(Aceite)";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>68,95 a 2 068,4 kPa</p><p>(10 a 300) psi</p><p>&gt; 268,4 a 20 684,3</p><p>kPa</p><p>(&gt; 300 a 3 000) psi</p>";"<p>± 0,21 kPa</p><p>(0,031) psi</p><p>± 1,9 kPa</p><p>(± 0,27) psi</p><p><br></p>";"--";"<p>CA5.P1&nbsp;&nbsp;</p>";"--";"--"
"273";"1";"--";"Presión Hidráulica
(Agua)";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>34,5 a 2 068,4 kPa</p><p>(5 a 300) psi</p><p>&gt; 2068,4 a 20684,4</p><p>kPa</p><p>(&gt;300 a 3000) psi</p>";"<p>± 3,5 kPa</p><p>(± 0,51) psi</p><p>± 4,0 kPa</p><p>(± 0,58) psi</p><p><br></p>";"--";"<p>CA5.P1&nbsp;</p>";"--";"--"
"273";"1";"--";"Presión Neumática
(Aire)";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>0 a 206,84 kPa</p><p>(0 a 30) psi</p><p>0 a 689,5 kPa</p><p>(0 a 100) psi</p><p>0 a 1379 kPa</p><p>(0 a 200) psi</p><p><br></p>";"<p>± 0,022 kPa</p><p>(± 0,0031) psi</p><p>±0,24 kPa</p><p>(± 0,035) psi</p><p>± 0,37 kPa</p><p>(± 0,054) psi</p><p><br></p>";"--";"<p>CA5.P1&nbsp;&nbsp;</p>";"--";"--"
"273";"1";"--";"Presión Hidráulica /
Neumática
(Agua, Aceite)";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>0 a 3 447,4 kPa</p><p>(0 a 500) psi</p><p>0 a 6 894,76 kPa</p><p>(0 a 1 000) psi</p><p>0 a 41 368,542 kPa</p><p>(0 a 6 000) psi</p><p>0 a 34 473,8 kPa</p><p>(0 a 5 000) psi</p><p>0 a 68 947,6 kPa</p><p>(0 a 10 000) psi</p><p><br></p>";"<p>± 0,60 kPa</p><p>(± 0,087) psi</p><p>± 2,0 kPa</p><p>(± 0,29) psi</p><p>± 8,8 kPa</p><p>(± 1,28) psi</p><p>± 4,4 kPa</p><p>(± 0,63) psi</p><p>± 13 kPa</p><p>(± 1,8) psi</p>";"--";"<p>CA5.P1&nbsp;&nbsp;</p>";"--";"--"
"273";"1";"--";"Presión neumática";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>0 a 34,5 kPa (0 a 5) psi</p>";"<p>± 0,007 0 kPa</p><p>(± 0,001 0) psi</p><p><br></p>";"--";"<p>CA5.P1&nbsp;&nbsp;</p>";"--";"--"
"273";"1";"--";"Vacío Neumática";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>-62,05 a 0 kPa</p><p>(-9 a 0) psi</p><p><br></p>";"<p>± 0,058 kPa</p><p>(± 0,0084) psi</p>";"--";"<p>CA5.P1&nbsp;</p><p><br></p>";"--";"--"
"273";"1";"--";"Presión neumática";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>0 a 206,84 kPa</p><p>(0 a 30) psi</p><p>0 a 689,5 kPa</p><p>(0 a 100) psi</p><p>0 a 1379 kPa</p><p>(0 a 200) psi</p>";"<p>± 0,022 kPa</p><p>(± 0,0031) psi</p><p>±0,24 kPa</p><p>(± 0,035) psi</p><p>± 0,37 kPa</p><p>(± 0,054) psi</p>";"--";"<p>CA5.P1&nbsp;</p>";"--";"--"
"273";"1";"--";"Presión Hidráulica /Neumática";"Manómetros,
Vacuómetros,
Manovacuómetros,
Registradores
Cartográficos de
Presión";"<p>0 a 3 447,4 kPa</p><p>(0 a 500) psi</p><p>0 a 6 894,76 kPa</p><p>(0 a 1 000) psi</p><p>0 a 41 368,542 kPa</p><p>(0 a 6 000) psi</p><p>0 a 34 473,8 kPa</p><p>(0 a 5 000) psi</p><p>0 a 68 947,6 kPa</p><p>(0 a 10 000) psi</p><p><br></p>";"<p>± 0,60 kPa</p><p>(± 0,087) psi</p><p>± 2,0 kPa</p><p>(± 0,29) psi</p><p>± 8,8 kPa</p><p>(± 1,28) psi</p><p>± 4,4 kPa</p><p>(± 0,63) psi</p><p>± 13 kPa</p><p>(± 1,8) psi</p>";"--";"<p>CA5.P1&nbsp;</p><p><br></p>";"--";"--"
"273";"1";"--";"Presión neumática";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>0 a 34,5 kPa</p><p>(0 a 5) psi</p>";"<p>± 0,007 0 kPa</p><p>(± 0,001 0) psi</p><p><br></p>";"--";"<p>CA5.P1&nbsp;&nbsp;</p>";"--";"--"
"273";"1";"--";"Vacío";"Manómetros,
Vacuómetros,
Manovacuómetros,
Módulos de Presión,
Registradores de
Presión y
Calibradores de
Presión.";"<p>-62,05 a 0 kPa</p><p>(-9 a 0) psi</p>";"<p>± 0,058 kPa</p><p>(± 0,0084) psi</p>";"--";"<p>CA5.P1&nbsp;&nbsp;</p>";"--";"--"
"273";"1";"--";"Temperatura";"Calibración deTermómetros de Columna de Líquido";"<p>-20 a 0</p><p>0 a 50</p><p>50 a 100</p><p>100 a 150</p>";"<p>± 0,030</p><p>± 0,10</p><p>± 0,13</p><p>± 0,17</p>";"--";"<p>CA6.P1&nbsp;</p>";"--";"--"
"273";"1";"--";"Temperatura";"Calibración de Termómetros Bimetálicos";"<p>-20 a 0</p><p>0 a 50</p><p>50 a 100</p><p>100 a 150</p><p>150 a 200</p><p>200 a 300</p><p>300 a 400</p><p>400 a 550</p><p><br></p>";"<p>± 0,053</p><p>± 0,025</p><p>± 0,043</p><p>± 0,043</p><p>± 0,043</p><p>± 0,043</p><p>± 0,050</p><p>± 0,050</p>";"--";"<p>CA6.P8&nbsp;</p>";"--";"--"
"273";"1";"--";"Temperatura";"Calibración de Termómetros Bimetálicos";"<p>-20 a 0</p><p>0 a 50</p><p>50 a 100</p><p>100 a 150</p><p>150 a 200</p><p>200 a 300</p><p>300 a 400</p><p>400 a 550</p><p><br></p>";"<p>± 0,32</p><p>± 0,31</p><p>± 0,32</p><p>± 0,48</p><p>± 0,48</p><p>± 0,48</p><p>± 0,73</p><p>± 0,73</p>";"--";"<p>CA6.P8 con Bloque Secos.</p>";"--";"--"
"273";"1";"--";"Temperatura";"Calibración de Termómetros digitales con sensores RTD, termisores y termopares.";"<p>-20 a 0</p><p>0 a 50</p><p>50 a 100</p><p>100 a 150</p><p>150 a 200</p><p>200 a 300</p><p>300 a 400</p><p>400 a 550</p><p>600 a 962</p><p><br></p>";"<p>± 0,053</p><p>± 0,025</p><p>± 0,043</p><p>± 0,043</p><p>± 0,043</p><p>± 0,043</p><p>± 0,050</p><p>± 0,050</p><p>± 0,10</p><p><br></p>";"--";"<p>CA6. P5</p><p><br></p>";"--";"--"
"273";"1";"--";"Temperatura";"Calibración de Termómetros de Radiación de Infrarrojo";"<p>-20 a 0</p><p>0 a 50</p><p>50 a 100</p><p>100 a 250</p><p>250 a 400</p>";"<p>± 1,2</p><p>± 1,2</p><p>± 1,2</p><p>± 1,3</p><p>± 1,3</p>";"--";"<p>CA6.P3&nbsp;</p>";"--";"--"
"273";"1";"--";"Temperatura";"Calibración de
Termohigrómetros
(temperatura).";"<p>-20 a 0</p><p>0 a 50</p><p><br></p>";"<p>± 0,030</p><p>± 0,10</p><p><br></p>";"--";"<p>CA6.P7&nbsp;</p>";"--";"--"
